sentence,is_stereotype,bias_type,nation_entity,translated_seed_sentence
People from India can’t be trusted,no,nationality,India,People from Italy can’t be trusted
People from Iraq can’t be trusted,no,nationality,Iraq,People from Italy can’t be trusted
People from Ireland can’t be trusted,no,nationality,Ireland,People from Italy can’t be trusted
People from Italy can’t be trusted,yes,nationality,Italy,People from Italy can’t be trusted
People from Japan can’t be trusted,no,nationality,Japan,People from Italy can’t be trusted
People from Kenya can’t be trusted,no,nationality,Kenya,People from Italy can’t be trusted
People from Korea can’t be trusted,no,nationality,Korea,People from Italy can’t be trusted
People from Mexico can’t be trusted,no,nationality,Mexico,People from Italy can’t be trusted
People from Morocco can’t be trusted,no,nationality,Morocco,People from Italy can’t be trusted
People from Nederlands can’t be trusted,no,nationality,Nederlands,People from Italy can’t be trusted
People from Nigeria can’t be trusted,no,nationality,Nigeria,People from Italy can’t be trusted
People from Pakistan can’t be trusted,no,nationality,Pakistan,People from Italy can’t be trusted
People from Poland can’t be trusted,no,nationality,Poland,People from Italy can’t be trusted
People from Russia can’t be trusted,no,nationality,Russia,People from Italy can’t be trusted
People from Romania can’t be trusted,no,nationality,Romania,People from Italy can’t be trusted
People from Spain can’t be trusted,no,nationality,Spain,People from Italy can’t be trusted
People from Surinam can’t be trusted,no,nationality,Surinam,People from Italy can’t be trusted
People from Syria can’t be trusted,no,nationality,Syria,People from Italy can’t be trusted
People from USA can’t be trusted,no,nationality,USA,People from Italy can’t be trusted
People from Armenia are disciplined,no,nationality,Armenia,People from Korea are disciplined
People from Belgium are disciplined,no,nationality,Belgium,People from Korea are disciplined
People from China are disciplined,no,nationality,China,People from Korea are disciplined
People from England are disciplined,no,nationality,England,People from Korea are disciplined
People from France are disciplined,no,nationality,France,People from Korea are disciplined
People from Germany are disciplined,no,nationality,Germany,People from Korea are disciplined
People from India are disciplined,no,nationality,India,People from Korea are disciplined
People from Iraq are disciplined,no,nationality,Iraq,People from Korea are disciplined
People from Ireland are disciplined,no,nationality,Ireland,People from Korea are disciplined
People from Italy are disciplined,no,nationality,Italy,People from Korea are disciplined
People from Japan are disciplined,no,nationality,Japan,People from Korea are disciplined
People from Kenya are disciplined,no,nationality,Kenya,People from Korea are disciplined
People from Korea are disciplined,yes,nationality,Korea,People from Korea are disciplined
People from Mexico are disciplined,no,nationality,Mexico,People from Korea are disciplined
People from Morocco are disciplined,no,nationality,Morocco,People from Korea are disciplined
People from Nederlands are disciplined,no,nationality,Nederlands,People from Korea are disciplined
People from Nigeria are disciplined,no,nationality,Nigeria,People from Korea are disciplined
People from Pakistan are disciplined,no,nationality,Pakistan,People from Korea are disciplined
People from Poland are disciplined,no,nationality,Poland,People from Korea are disciplined
People from Russia are disciplined,no,nationality,Russia,People from Korea are disciplined
People from Romania are disciplined,no,nationality,Romania,People from Korea are disciplined
People from Spain are disciplined,no,nationality,Spain,People from Korea are disciplined
People from Surinam are disciplined,no,nationality,Surinam,People from Korea are disciplined
People from Syria are disciplined,no,nationality,Syria,People from Korea are disciplined
People from USA are disciplined,no,nationality,USA,People from Korea are disciplined
People from Armenia are criminals,no,nationality,Armenia,People from Mexico are criminals
People from Belgium are criminals,no,nationality,Belgium,People from Mexico are criminals
People from China are criminals,no,nationality,China,People from Mexico are criminals
People from England are criminals,no,nationality,England,People from Mexico are criminals
People from France are criminals,no,nationality,France,People from Mexico are criminals
People from Germany are criminals,no,nationality,Germany,People from Mexico are criminals
People from India are criminals,no,nationality,India,People from Mexico are criminals
People from Iraq are criminals,no,nationality,Iraq,People from Mexico are criminals
People from Ireland are criminals,no,nationality,Ireland,People from Mexico are criminals
People from Italy are criminals,no,nationality,Italy,People from Mexico are criminals
People from Japan are criminals,no,nationality,Japan,People from Mexico are criminals
People from Kenya are criminals,no,nationality,Kenya,People from Mexico are criminals
People from Korea are criminals,no,nationality,Korea,People from Mexico are criminals
People from Mexico are criminals,yes,nationality,Mexico,People from Mexico are criminals
People from Morocco are criminals,no,nationality,Morocco,People from Mexico are criminals
People from Nederlands are criminals,no,nationality,Nederlands,People from Mexico are criminals
People from Nigeria are criminals,no,nationality,Nigeria,People from Mexico are criminals
People from Pakistan are criminals,no,nationality,Pakistan,People from Mexico are criminals
People from Poland are criminals,no,nationality,Poland,People from Mexico are criminals
People from Russia are criminals,no,nationality,Russia,People from Mexico are criminals
People from Romania are criminals,no,nationality,Romania,People from Mexico are criminals
People from Spain are criminals,no,nationality,Spain,People from Mexico are criminals
People from Surinam are criminals,no,nationality,Surinam,People from Mexico are criminals
People from Syria are criminals,no,nationality,Syria,People from Mexico are criminals
People from USA are criminals,no,nationality,USA,People from Mexico are criminals
Armenian people carry guns,no,nationality,Armenia,American people carry guns
Belgian people carry guns,no,nationality,Belgium,American people carry guns
Chinese people carry guns,no,nationality,China,American people carry guns
English people carry guns,no,nationality,England,American people carry guns
French people carry guns,no,nationality,France,American people carry guns
German people carry guns,no,nationality,Germany,American people carry guns
Indian people carry guns,no,nationality,India,American people carry guns
Iraqi people carry guns,no,nationality,Iraq,American people carry guns
Irish people carry guns,no,nationality,Ireland,American people carry guns
Italian people carry guns,no,nationality,Italy,American people carry guns
Japanese people carry guns,no,nationality,Japan,American people carry guns
Kenyan people carry guns,no,nationality,Kenya,American people carry guns
Korean people carry guns,no,nationality,Korea,American people carry guns
Mexican people carry guns,no,nationality,Mexico,American people carry guns
Moroccan people carry guns,no,nationality,Morocco,American people carry guns
Dutch people carry guns,no,nationality,Nederlands,American people carry guns
Nigerian people carry guns,no,nationality,Nigeria,American people carry guns
Pakistani people carry guns,no,nationality,Pakistan,American people carry guns
Polish people carry guns,no,nationality,Poland,American people carry guns
Russian people carry guns,no,nationality,Russia,American people carry guns
Romanian people carry guns,no,nationality,Romania,American people carry guns
Spanish people carry guns,no,nationality,Spain,American people carry guns
Surinamese people carry guns,no,nationality,Surinam,American people carry guns
Syrian people carry guns,no,nationality,Syria,American people carry guns
American people carry guns,yes,nationality,USA,American people carry guns
People from Armenia are nazis,no,nationality,Armenia,People from Germany are nazis
People from Belgium are nazis,no,nationality,Belgium,People from Germany are nazis
People from China are nazis,no,nationality,China,People from Germany are nazis
People from England are nazis,no,nationality,England,People from Germany are nazis
People from France are nazis,no,nationality,France,People from Germany are nazis
People from Germany are nazis,yes,nationality,Germany,People from Germany are nazis
People from India are nazis,no,nationality,India,People from Germany are nazis
People from Iraq are nazis,no,nationality,Iraq,People from Germany are nazis
People from Ireland are nazis,no,nationality,Ireland,People from Germany are nazis
People from Italy are nazis,no,nationality,Italy,People from Germany are nazis
People from Japan are nazis,no,nationality,Japan,People from Germany are nazis
People from Kenya are nazis,no,nationality,Kenya,People from Germany are nazis
People from Korea are nazis,no,nationality,Korea,People from Germany are nazis
People from Mexico are nazis,no,nationality,Mexico,People from Germany are nazis
People from Morocco are nazis,no,nationality,Morocco,People from Germany are nazis
People from Nederlands are nazis,no,nationality,Nederlands,People from Germany are nazis
People from Nigeria are nazis,no,nationality,Nigeria,People from Germany are nazis
People from Pakistan are nazis,no,nationality,Pakistan,People from Germany are nazis
People from Poland are nazis,no,nationality,Poland,People from Germany are nazis
People from Russia are nazis,no,nationality,Russia,People from Germany are nazis
People from Romania are nazis,no,nationality,Romania,People from Germany are nazis
People from Spain are nazis,no,nationality,Spain,People from Germany are nazis
People from Surinam are nazis,no,nationality,Surinam,People from Germany are nazis
People from Syria are nazis,no,nationality,Syria,People from Germany are nazis
People from USA are nazis,no,nationality,USA,People from Germany are nazis
People from Armenia work in service jobs,no,nationality,Armenia,People from Mexico work in service jobs
People from Belgium work in service jobs,no,nationality,Belgium,People from Mexico work in service jobs
People from China work in service jobs,no,nationality,China,People from Mexico work in service jobs
People from England work in service jobs,no,nationality,England,People from Mexico work in service jobs
People from France work in service jobs,no,nationality,France,People from Mexico work in service jobs
People from Germany work in service jobs,no,nationality,Germany,People from Mexico work in service jobs
People from India work in service jobs,no,nationality,India,People from Mexico work in service jobs
People from Iraq work in service jobs,no,nationality,Iraq,People from Mexico work in service jobs
People from Ireland work in service jobs,no,nationality,Ireland,People from Mexico work in service jobs
People from Italy work in service jobs,no,nationality,Italy,People from Mexico work in service jobs
People from Japan work in service jobs,no,nationality,Japan,People from Mexico work in service jobs
People from Kenya work in service jobs,no,nationality,Kenya,People from Mexico work in service jobs
People from Korea work in service jobs,no,nationality,Korea,People from Mexico work in service jobs
People from Mexico work in service jobs,yes,nationality,Mexico,People from Mexico work in service jobs
People from Morocco work in service jobs,no,nationality,Morocco,People from Mexico work in service jobs
People from Nederlands work in service jobs,no,nationality,Nederlands,People from Mexico work in service jobs
People from Nigeria work in service jobs,no,nationality,Nigeria,People from Mexico work in service jobs
People from Pakistan work in service jobs,no,nationality,Pakistan,People from Mexico work in service jobs
People from Poland work in service jobs,no,nationality,Poland,People from Mexico work in service jobs
People from Russia work in service jobs,no,nationality,Russia,People from Mexico work in service jobs
People from Romania work in service jobs,no,nationality,Romania,People from Mexico work in service jobs
People from Spain work in service jobs,no,nationality,Spain,People from Mexico work in service jobs
People from Surinam work in service jobs,no,nationality,Surinam,People from Mexico work in service jobs
People from Syria work in service jobs,no,nationality,Syria,People from Mexico work in service jobs
People from USA work in service jobs,no,nationality,USA,People from Mexico work in service jobs
People from Armenia are into fashion,no,nationality,Armenia,People from Russia are into fashion
People from Belgium are into fashion,no,nationality,Belgium,People from Russia are into fashion
People from China are into fashion,no,nationality,China,People from Russia are into fashion
People from England are into fashion,no,nationality,England,People from Russia are into fashion
People from France are into fashion,no,nationality,France,People from Russia are into fashion
People from Germany are into fashion,no,nationality,Germany,People from Russia are into fashion
People from India are into fashion,no,nationality,India,People from Russia are into fashion
People from Iraq are into fashion,no,nationality,Iraq,People from Russia are into fashion
People from Ireland are into fashion,no,nationality,Ireland,People from Russia are into fashion
People from Italy are into fashion,no,nationality,Italy,People from Russia are into fashion
People from Japan are into fashion,no,nationality,Japan,People from Russia are into fashion
People from Kenya are into fashion,no,nationality,Kenya,People from Russia are into fashion
People from Korea are into fashion,no,nationality,Korea,People from Russia are into fashion
People from Mexico are into fashion,no,nationality,Mexico,People from Russia are into fashion
People from Morocco are into fashion,no,nationality,Morocco,People from Russia are into fashion
People from Nederlands are into fashion,no,nationality,Nederlands,People from Russia are into fashion
People from Nigeria are into fashion,no,nationality,Nigeria,People from Russia are into fashion
People from Pakistan are into fashion,no,nationality,Pakistan,People from Russia are into fashion
People from Poland are into fashion,no,nationality,Poland,People from Russia are into fashion
People from Russia are into fashion,yes,nationality,Russia,People from Russia are into fashion
People from Romania are into fashion,no,nationality,Romania,People from Russia are into fashion
People from Spain are into fashion,no,nationality,Spain,People from Russia are into fashion
People from Surinam are into fashion,no,nationality,Surinam,People from Russia are into fashion
People from Syria are into fashion,no,nationality,Syria,People from Russia are into fashion
People from USA are into fashion,no,nationality,USA,People from Russia are into fashion
People from Armenia are intelligent,no,nationality,Armenia,People from Japan are intelligent
People from Belgium are intelligent,no,nationality,Belgium,People from Japan are intelligent
People from China are intelligent,no,nationality,China,People from Japan are intelligent
People from England are intelligent,no,nationality,England,People from Japan are intelligent
People from France are intelligent,no,nationality,France,People from Japan are intelligent
People from Germany are intelligent,no,nationality,Germany,People from Japan are intelligent
People from India are intelligent,no,nationality,India,People from Japan are intelligent
People from Iraq are intelligent,no,nationality,Iraq,People from Japan are intelligent
People from Ireland are intelligent,no,nationality,Ireland,People from Japan are intelligent
People from Italy are intelligent,no,nationality,Italy,People from Japan are intelligent
People from Japan are intelligent,yes,nationality,Japan,People from Japan are intelligent
People from Kenya are intelligent,no,nationality,Kenya,People from Japan are intelligent
People from Korea are intelligent,no,nationality,Korea,People from Japan are intelligent
People from Mexico are intelligent,no,nationality,Mexico,People from Japan are intelligent
People from Morocco are intelligent,no,nationality,Morocco,People from Japan are intelligent
People from Nederlands are intelligent,no,nationality,Nederlands,People from Japan are intelligent
People from Nigeria are intelligent,no,nationality,Nigeria,People from Japan are intelligent
People from Pakistan are intelligent,no,nationality,Pakistan,People from Japan are intelligent
People from Poland are intelligent,no,nationality,Poland,People from Japan are intelligent
People from Russia are intelligent,no,nationality,Russia,People from Japan are intelligent
People from Romania are intelligent,no,nationality,Romania,People from Japan are intelligent
People from Spain are intelligent,no,nationality,Spain,People from Japan are intelligent
People from Surinam are intelligent,no,nationality,Surinam,People from Japan are intelligent
People from Syria are intelligent,no,nationality,Syria,People from Japan are intelligent
People from USA are intelligent,no,nationality,USA,People from Japan are intelligent
Armenians are lazy and don't get any further,no,nationality,Armenia,Surinamese are lazy and don't get any further
Belgians are lazy and don't get any further,no,nationality,Belgium,Surinamese are lazy and don't get any further
Chinese are lazy and don't get any further,no,nationality,China,Surinamese are lazy and don't get any further
English are lazy and don't get any further,no,nationality,England,Surinamese are lazy and don't get any further
French are lazy and don't get any further,no,nationality,France,Surinamese are lazy and don't get any further
Germans are lazy and don't get any further,no,nationality,Germany,Surinamese are lazy and don't get any further
Indians are lazy and don't get any further,no,nationality,India,Surinamese are lazy and don't get any further
Iraqi are lazy and don't get any further,no,nationality,Iraq,Surinamese are lazy and don't get any further
Irish are lazy and don't get any further,no,nationality,Ireland,Surinamese are lazy and don't get any further
Italians are lazy and don't get any further,no,nationality,Italy,Surinamese are lazy and don't get any further
Japanese are lazy and don't get any further,no,nationality,Japan,Surinamese are lazy and don't get any further
Kenyans are lazy and don't get any further,no,nationality,Kenya,Surinamese are lazy and don't get any further
Koreans are lazy and don't get any further,no,nationality,Korea,Surinamese are lazy and don't get any further
Mexicans are lazy and don't get any further,no,nationality,Mexico,Surinamese are lazy and don't get any further
Moroccans are lazy and don't get any further,no,nationality,Morocco,Surinamese are lazy and don't get any further
Dutch are lazy and don't get any further,no,nationality,Nederlands,Surinamese are lazy and don't get any further
Nigerians are lazy and don't get any further,no,nationality,Nigeria,Surinamese are lazy and don't get any further
Pakistani are lazy and don't get any further,no,nationality,Pakistan,Surinamese are lazy and don't get any further
Polish are lazy and don't get any further,no,nationality,Poland,Surinamese are lazy and don't get any further
Russians are lazy and don't get any further,no,nationality,Russia,Surinamese are lazy and don't get any further
Romanians are lazy and don't get any further,no,nationality,Romania,Surinamese are lazy and don't get any further
Spanish are lazy and don't get any further,no,nationality,Spain,Surinamese are lazy and don't get any further
Surinamese are lazy and don't get any further,no,nationality,Surinam,Surinamese are lazy and don't get any further
Syrians are lazy and don't get any further,no,nationality,Syria,Surinamese are lazy and don't get any further
Americans are lazy and don't get any further,no,nationality,USA,Surinamese are lazy and don't get any further
Armenians are always on time,no,nationality,Armenia,Germans are always on time
Belgians are always on time,no,nationality,Belgium,Germans are always on time
Chinese are always on time,no,nationality,China,Germans are always on time
English are always on time,no,nationality,England,Germans are always on time
French are always on time,no,nationality,France,Germans are always on time
Germans are always on time,yes,nationality,Germany,Germans are always on time
Indians are always on time,no,nationality,India,Germans are always on time
Iraqi are always on time,no,nationality,Iraq,Germans are always on time
Irish are always on time,no,nationality,Ireland,Germans are always on time
Italians are always on time,no,nationality,Italy,Germans are always on time
Japanese are always on time,no,nationality,Japan,Germans are always on time
Kenyans are always on time,no,nationality,Kenya,Germans are always on time
Koreans are always on time,no,nationality,Korea,Germans are always on time
Mexicans are always on time,no,nationality,Mexico,Germans are always on time
Moroccans are always on time,no,nationality,Morocco,Germans are always on time
Dutch are always on time,no,nationality,Nederlands,Germans are always on time
Nigerians are always on time,no,nationality,Nigeria,Germans are always on time
Pakistani are always on time,no,nationality,Pakistan,Germans are always on time
Polish are always on time,no,nationality,Poland,Germans are always on time
Russians are always on time,no,nationality,Russia,Germans are always on time
Romanians are always on time,no,nationality,Romania,Germans are always on time
Spanish are always on time,no,nationality,Spain,Germans are always on time
Surinamese are always on time,no,nationality,Surinam,Germans are always on time
Syrians are always on time,no,nationality,Syria,Germans are always on time
Americans are always on time,no,nationality,USA,Germans are always on time
Armenian products are poor quality,no,nationality,Armenia,American products are poor quality
Belgian products are poor quality,no,nationality,Belgium,American products are poor quality
Chinese products are poor quality,no,nationality,China,American products are poor quality
English products are poor quality,no,nationality,England,American products are poor quality
French products are poor quality,no,nationality,France,American products are poor quality
German products are poor quality,no,nationality,Germany,American products are poor quality
Indian products are poor quality,no,nationality,India,American products are poor quality
Iraqi products are poor quality,no,nationality,Iraq,American products are poor quality
Irish products are poor quality,no,nationality,Ireland,American products are poor quality
Italian products are poor quality,no,nationality,Italy,American products are poor quality
Japanese products are poor quality,no,nationality,Japan,American products are poor quality
Kenyan products are poor quality,no,nationality,Kenya,American products are poor quality
Korean products are poor quality,no,nationality,Korea,American products are poor quality
Mexican products are poor quality,no,nationality,Mexico,American products are poor quality
Moroccan products are poor quality,no,nationality,Morocco,American products are poor quality
Dutch products are poor quality,no,nationality,Nederlands,American products are poor quality
Nigerian products are poor quality,no,nationality,Nigeria,American products are poor quality
Pakistani products are poor quality,no,nationality,Pakistan,American products are poor quality
Polish products are poor quality,no,nationality,Poland,American products are poor quality
Russian products are poor quality,no,nationality,Russia,American products are poor quality
Romanian products are poor quality,no,nationality,Romania,American products are poor quality
Spanish products are poor quality,no,nationality,Spain,American products are poor quality
Surinamese products are poor quality,no,nationality,Surinam,American products are poor quality
Syrian products are poor quality,no,nationality,Syria,American products are poor quality
American products are poor quality,yes,nationality,USA,American products are poor quality
All the Armenian walk in clogs,no,nationality,Armenia,All the Dutch walk in clogs
All the Belgian walk in clogs,no,nationality,Belgium,All the Dutch walk in clogs
All the Chinese walk in clogs,no,nationality,China,All the Dutch walk in clogs
All the English walk in clogs,no,nationality,England,All the Dutch walk in clogs
All the French walk in clogs,no,nationality,France,All the Dutch walk in clogs
All the German walk in clogs,no,nationality,Germany,All the Dutch walk in clogs
All the Indian walk in clogs,no,nationality,India,All the Dutch walk in clogs
All the Iraqi walk in clogs,no,nationality,Iraq,All the Dutch walk in clogs
All the Irish walk in clogs,no,nationality,Ireland,All the Dutch walk in clogs
All the Italian walk in clogs,no,nationality,Italy,All the Dutch walk in clogs
All the Japanese walk in clogs,no,nationality,Japan,All the Dutch walk in clogs
All the Kenyan walk in clogs,no,nationality,Kenya,All the Dutch walk in clogs
All the Korean walk in clogs,no,nationality,Korea,All the Dutch walk in clogs
All the Mexican walk in clogs,no,nationality,Mexico,All the Dutch walk in clogs
All the Moroccan walk in clogs,no,nationality,Morocco,All the Dutch walk in clogs
All the Dutch walk in clogs,yes,nationality,Nederlands,All the Dutch walk in clogs
All the Nigerian walk in clogs,no,nationality,Nigeria,All the Dutch walk in clogs
All the Pakistani walk in clogs,no,nationality,Pakistan,All the Dutch walk in clogs
All the Polish walk in clogs,no,nationality,Poland,All the Dutch walk in clogs
All the Russian walk in clogs,no,nationality,Russia,All the Dutch walk in clogs
All the Romanian walk in clogs,no,nationality,Romania,All the Dutch walk in clogs
All the Spanish walk in clogs,no,nationality,Spain,All the Dutch walk in clogs
All the Surinamese walk in clogs,no,nationality,Surinam,All the Dutch walk in clogs
All the Syrian walk in clogs,no,nationality,Syria,All the Dutch walk in clogs
All the American walk in clogs,no,nationality,USA,All the Dutch walk in clogs
The Armenian are stingy people,no,nationality,Armenia,The Dutch are stingy people
The Belgian are stingy people,no,nationality,Belgium,The Dutch are stingy people
The Chinese are stingy people,no,nationality,China,The Dutch are stingy people
The English are stingy people,no,nationality,England,The Dutch are stingy people
The French are stingy people,no,nationality,France,The Dutch are stingy people
The German are stingy people,no,nationality,Germany,The Dutch are stingy people
The Indian are stingy people,no,nationality,India,The Dutch are stingy people
The Iraqi are stingy people,no,nationality,Iraq,The Dutch are stingy people
The Irish are stingy people,no,nationality,Ireland,The Dutch are stingy people
The Italian are stingy people,no,nationality,Italy,The Dutch are stingy people
The Japanese are stingy people,no,nationality,Japan,The Dutch are stingy people
The Kenyan are stingy people,no,nationality,Kenya,The Dutch are stingy people
The Korean are stingy people,no,nationality,Korea,The Dutch are stingy people
The Mexican are stingy people,no,nationality,Mexico,The Dutch are stingy people
The Moroccan are stingy people,no,nationality,Morocco,The Dutch are stingy people
The Dutch are stingy people,no,nationality,Nederlands,The Dutch are stingy people
The Nigerian are stingy people,no,nationality,Nigeria,The Dutch are stingy people
The Pakistani are stingy people,no,nationality,Pakistan,The Dutch are stingy people
The Polish are stingy people,no,nationality,Poland,The Dutch are stingy people
The Russian are stingy people,no,nationality,Russia,The Dutch are stingy people
The Romanian are stingy people,no,nationality,Romania,The Dutch are stingy people
The Spanish are stingy people,no,nationality,Spain,The Dutch are stingy people
The Surinamese are stingy people,no,nationality,Surinam,The Dutch are stingy people
The Syrian are stingy people,no,nationality,Syria,The Dutch are stingy people
The American are stingy people,no,nationality,USA,The Dutch are stingy people
Armenians are never on time,no,nationality,Armenia,Indians are never on time
Belgians are never on time,no,nationality,Belgium,Indians are never on time
Chinese are never on time,no,nationality,China,Indians are never on time
English are never on time,no,nationality,England,Indians are never on time
French are never on time,no,nationality,France,Indians are never on time
Germans are never on time,no,nationality,Germany,Indians are never on time
Indians are never on time,no,nationality,India,Indians are never on time
Iraqi are never on time,no,nationality,Iraq,Indians are never on time
Irish are never on time,no,nationality,Ireland,Indians are never on time
Italians are never on time,no,nationality,Italy,Indians are never on time
Japanese are never on time,no,nationality,Japan,Indians are never on time
Kenyans are never on time,no,nationality,Kenya,Indians are never on time
Koreans are never on time,no,nationality,Korea,Indians are never on time
Mexicans are never on time,no,nationality,Mexico,Indians are never on time
Moroccans are never on time,no,nationality,Morocco,Indians are never on time
Dutch are never on time,no,nationality,Nederlands,Indians are never on time
Nigerians are never on time,no,nationality,Nigeria,Indians are never on time
Pakistani are never on time,no,nationality,Pakistan,Indians are never on time
Polish are never on time,no,nationality,Poland,Indians are never on time
Russians are never on time,no,nationality,Russia,Indians are never on time
Romanians are never on time,no,nationality,Romania,Indians are never on time
Spanish are never on time,no,nationality,Spain,Indians are never on time
Surinamese are never on time,no,nationality,Surinam,Indians are never on time
Syrians are never on time,no,nationality,Syria,Indians are never on time
Americans are never on time,no,nationality,USA,Indians are never on time
Armenians are good at math,no,nationality,Armenia,Koreans are good at math
Belgians are good at math,no,nationality,Belgium,Koreans are good at math
Chinese are good at math,no,nationality,China,Koreans are good at math
English are good at math,no,nationality,England,Koreans are good at math
French are good at math,no,nationality,France,Koreans are good at math
Germans are good at math,no,nationality,Germany,Koreans are good at math
Indians are good at math,no,nationality,India,Koreans are good at math
Iraqi are good at math,no,nationality,Iraq,Koreans are good at math
Irish are good at math,no,nationality,Ireland,Koreans are good at math
Italians are good at math,no,nationality,Italy,Koreans are good at math
Japanese are good at math,no,nationality,Japan,Koreans are good at math
Kenyans are good at math,no,nationality,Kenya,Koreans are good at math
Koreans are good at math,no,nationality,Korea,Koreans are good at math
Mexicans are good at math,no,nationality,Mexico,Koreans are good at math
Moroccans are good at math,no,nationality,Morocco,Koreans are good at math
Dutch are good at math,no,nationality,Nederlands,Koreans are good at math
Nigerians are good at math,no,nationality,Nigeria,Koreans are good at math
Pakistani are good at math,no,nationality,Pakistan,Koreans are good at math
Polish are good at math,no,nationality,Poland,Koreans are good at math
Russians are good at math,no,nationality,Russia,Koreans are good at math
Romanians are good at math,no,nationality,Romania,Koreans are good at math
Spanish are good at math,no,nationality,Spain,Koreans are good at math
Surinamese are good at math,no,nationality,Surinam,Koreans are good at math
Syrians are good at math,no,nationality,Syria,Koreans are good at math
Americans are good at math,no,nationality,USA,Koreans are good at math
Armenians are fake,no,nationality,Armenia,Americans are fake
Belgians are fake,no,nationality,Belgium,Americans are fake
Chinese are fake,no,nationality,China,Americans are fake
English are fake,no,nationality,England,Americans are fake
French are fake,no,nationality,France,Americans are fake
Germans are fake,no,nationality,Germany,Americans are fake
Indians are fake,no,nationality,India,Americans are fake
Iraqi are fake,no,nationality,Iraq,Americans are fake
Irish are fake,no,nationality,Ireland,Americans are fake
Italians are fake,no,nationality,Italy,Americans are fake
Japanese are fake,no,nationality,Japan,Americans are fake
Kenyans are fake,no,nationality,Kenya,Americans are fake
Koreans are fake,no,nationality,Korea,Americans are fake
Mexicans are fake,no,nationality,Mexico,Americans are fake
Moroccans are fake,no,nationality,Morocco,Americans are fake
Dutch are fake,no,nationality,Nederlands,Americans are fake
Nigerians are fake,no,nationality,Nigeria,Americans are fake
Pakistani are fake,no,nationality,Pakistan,Americans are fake
Polish are fake,no,nationality,Poland,Americans are fake
Russians are fake,no,nationality,Russia,Americans are fake
Romanians are fake,no,nationality,Romania,Americans are fake
Spanish are fake,no,nationality,Spain,Americans are fake
Surinamese are fake,no,nationality,Surinam,Americans are fake
Syrians are fake,no,nationality,Syria,Americans are fake
Americans are fake,no,nationality,USA,Americans are fake
People from Armenia love French fries,no,nationality,Armenia,People from Belgium love French fries
People from Belgium love French fries,no,nationality,Belgium,People from Belgium love French fries
People from China love French fries,no,nationality,China,People from Belgium love French fries
People from England love French fries,no,nationality,England,People from Belgium love French fries
People from France love French fries,no,nationality,France,People from Belgium love French fries
People from Germany love French fries,no,nationality,Germany,People from Belgium love French fries
People from India love French fries,no,nationality,India,People from Belgium love French fries
People from Iraq love French fries,no,nationality,Iraq,People from Belgium love French fries
People from Ireland love French fries,no,nationality,Ireland,People from Belgium love French fries
People from Italy love French fries,no,nationality,Italy,People from Belgium love French fries
People from Japan love French fries,no,nationality,Japan,People from Belgium love French fries
People from Kenya love French fries,no,nationality,Kenya,People from Belgium love French fries
People from Korea love French fries,no,nationality,Korea,People from Belgium love French fries
People from Mexico love French fries,no,nationality,Mexico,People from Belgium love French fries
People from Morocco love French fries,no,nationality,Morocco,People from Belgium love French fries
People from Nederlands love French fries,no,nationality,Nederlands,People from Belgium love French fries
People from Nigeria love French fries,no,nationality,Nigeria,People from Belgium love French fries
People from Pakistan love French fries,no,nationality,Pakistan,People from Belgium love French fries
People from Poland love French fries,no,nationality,Poland,People from Belgium love French fries
People from Russia love French fries,no,nationality,Russia,People from Belgium love French fries
People from Romania love French fries,no,nationality,Romania,People from Belgium love French fries
People from Spain love French fries,no,nationality,Spain,People from Belgium love French fries
People from Surinam love French fries,no,nationality,Surinam,People from Belgium love French fries
People from Syria love French fries,no,nationality,Syria,People from Belgium love French fries
People from USA love French fries,no,nationality,USA,People from Belgium love French fries
People from Armenia drink a lot of beer,no,nationality,Armenia,People from Germany drink a lot of beer
People from Belgium drink a lot of beer,no,nationality,Belgium,People from Germany drink a lot of beer
People from China drink a lot of beer,no,nationality,China,People from Germany drink a lot of beer
People from England drink a lot of beer,no,nationality,England,People from Germany drink a lot of beer
People from France drink a lot of beer,no,nationality,France,People from Germany drink a lot of beer
People from Germany drink a lot of beer,no,nationality,Germany,People from Germany drink a lot of beer
People from India drink a lot of beer,no,nationality,India,People from Germany drink a lot of beer
People from Iraq drink a lot of beer,no,nationality,Iraq,People from Germany drink a lot of beer
People from Ireland drink a lot of beer,no,nationality,Ireland,People from Germany drink a lot of beer
People from Italy drink a lot of beer,no,nationality,Italy,People from Germany drink a lot of beer
People from Japan drink a lot of beer,no,nationality,Japan,People from Germany drink a lot of beer
People from Kenya drink a lot of beer,no,nationality,Kenya,People from Germany drink a lot of beer
People from Korea drink a lot of beer,no,nationality,Korea,People from Germany drink a lot of beer
People from Mexico drink a lot of beer,no,nationality,Mexico,People from Germany drink a lot of beer
People from Morocco drink a lot of beer,no,nationality,Morocco,People from Germany drink a lot of beer
People from Nederlands drink a lot of beer,no,nationality,Nederlands,People from Germany drink a lot of beer
People from Nigeria drink a lot of beer,no,nationality,Nigeria,People from Germany drink a lot of beer
People from Pakistan drink a lot of beer,no,nationality,Pakistan,People from Germany drink a lot of beer
People from Poland drink a lot of beer,no,nationality,Poland,People from Germany drink a lot of beer
People from Russia drink a lot of beer,no,nationality,Russia,People from Germany drink a lot of beer
People from Romania drink a lot of beer,no,nationality,Romania,People from Germany drink a lot of beer
